1,"100,0110","100,1030"
2,"109,0030","111,6010"
3,"144,0130","122,1810"
4,"168,0140","116,6920"
6,"134,1990","87,6610"
7,"106,2100","88,8550"
9,"161,8670","129,5510"
10,"90,1670","102,4480"
11,"96,8140","126,6760"
12,"115,7720","143,9770"
13,"140,4290","145,6870"
14,"163,0790","133,6100"
