    1,0000
    2,0000
    0,4586
    1,0000
   12,0000
    0,5029
    1,0000
   13,0000
    0,5638
    2,0000
    1,0000
    0,4714
    2,0000
    3,0000
    0,6723
    2,0000
    9,0000
    0,8797
    2,0000
   12,0000
    1,0000
    2,0000
   13,0000
    0,9886
    3,0000
    8,0000
    0,6399
    3,0000
    9,0000
    0,5887
    3,0000
   12,0000
    0,4387
    3,0000
    2,0000
    0,3587
    3,0000
    5,0000
    0,3848
    5,0000
    9,0000
    0,4301
    5,0000
    3,0000
    0,3856
    5,0000
    6,0000
    0,4646
    5,0000
    7,0000
    0,7244
    5,0000
    8,0000
    0,7870
    6,0000
    7,0000
    0,5643
    6,0000
    8,0000
    0,5316
    6,0000
    5,0000
    0,5939
    7,0000
    5,0000
    0,7323
    7,0000
    6,0000
    0,4514
    7,0000
    8,0000
    0,7828
    8,0000
    6,0000
    0,4414
    8,0000
    7,0000
    1,0000
    8,0000
    9,0000
    0,9992
    8,0000
    3,0000
    0,8798
    8,0000
    5,0000
    0,5577
    9,0000
    2,0000
    0,6560
    9,0000
    3,0000
    0,5164
    9,0000
    5,0000
    0,7990
    9,0000
    8,0000
    0,2443
    9,0000
   12,0000
    0,4247
   12,0000
    1,0000
    0,5270
   12,0000
    2,0000
    0,4657
   12,0000
    3,0000
    0,7181
   12,0000
    5,0000
    0,8334
   12,0000
    9,0000
    1,0000
   12,0000
   13,0000
    0,0000
   13,0000
    1,0000
    0,5399
   13,0000
    2,0000
    0,5946
   13,0000
   12,0000
    0,4540

    1,0000
    2,0000
    0,4586
    1,0000
   12,0000
    0,5029
    1,0000
   13,0000
    0,5638
    2,0000
    1,0000
    0,4714
    2,0000
    3,0000
    0,6723
    2,0000
    9,0000
    0,8797
    2,0000
   12,0000
    1,0000
    2,0000
   13,0000
    0,9886
    3,0000
    8,0000
    0,6399
    3,0000
    9,0000
    0,5887
    3,0000
   12,0000
    0,4387
    3,0000
    2,0000
    0,3587
    3,0000
    5,0000
    0,3848
    5,0000
    9,0000
    0,4301
    5,0000
    3,0000
    0,3856
    5,0000
    6,0000
    0,4646
    5,0000
    7,0000
    0,7244
    5,0000
    8,0000
    0,7870
    6,0000
    7,0000
    0,5643
    6,0000
    8,0000
    0,5316
    6,0000
    5,0000
    0,5939
    7,0000
    5,0000
    0,7323
    7,0000
    6,0000
    0,4514
    7,0000
    8,0000
    0,7828
    8,0000
    6,0000
    0,4414
    8,0000
    7,0000
    1,0000
    8,0000
    9,0000
    0,9992
    8,0000
    3,0000
    0,8798
    8,0000
    5,0000
    0,5577
    9,0000
    2,0000
    0,6560
    9,0000
    3,0000
    0,5164
    9,0000
    5,0000
    0,7990
    9,0000
    8,0000
    0,2443
    9,0000
   12,0000
    0,4247
   12,0000
    1,0000
    0,5270
   12,0000
    2,0000
    0,4657
   12,0000
    3,0000
    0,7181
   12,0000
    5,0000
    0,8334
   12,0000
    9,0000
    1,0000
   12,0000
   13,0000
    0,0000
   13,0000
    1,0000
    0,5399
   13,0000
    2,0000
    0,5946
   13,0000
   12,0000
    0,4540

    1,0000
    2,0000
    0,4586
    1,0000
   12,0000
    0,5029
    1,0000
   13,0000
    0,5638
    2,0000
    1,0000
    0,4714
    2,0000
    3,0000
    0,6723
    2,0000
    9,0000
    0,8797
    2,0000
   12,0000
    1,0000
    2,0000
   13,0000
    0,9886
    3,0000
    8,0000
    0,6399
    3,0000
    9,0000
    0,5887
    3,0000
   12,0000
    0,4387
    3,0000
    2,0000
    0,3587
    3,0000
    5,0000
    0,3848
    5,0000
    9,0000
    0,4301
    5,0000
    3,0000
    0,3856
    5,0000
    6,0000
    0,4646
    5,0000
    7,0000
    0,7244
    5,0000
    8,0000
    0,7870
    6,0000
    7,0000
    0,5643
    6,0000
    8,0000
    0,5316
    6,0000
    5,0000
    0,5939
    7,0000
    5,0000
    0,7323
    7,0000
    6,0000
    0,4514
    7,0000
    8,0000
    0,7828
    8,0000
    6,0000
    0,4414
    8,0000
    7,0000
    1,0000
    8,0000
    9,0000
    0,9992
    8,0000
    3,0000
    0,8798
    8,0000
    5,0000
    0,5577
    9,0000
    2,0000
    0,6560
    9,0000
    3,0000
    0,5164
    9,0000
    5,0000
    0,7990
    9,0000
    8,0000
    0,2443
    9,0000
   12,0000
    0,4247
   12,0000
    1,0000
    0,5270
   12,0000
    2,0000
    0,4657
   12,0000
    3,0000
    0,7181
   12,0000
    5,0000
    0,8334
   12,0000
    9,0000
    1,0000
   12,0000
   13,0000
    0,0000
   13,0000
    1,0000
    0,5399
   13,0000
    2,0000
    0,5946
   13,0000
   12,0000
    0,4540

